game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw,date
2486607,29,1,11.0,3008,1,17.0,2,413.0,0.0,16.0,0.2,0.0909090909090909,0.0588235294117647,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.6,0.0,0.6,0.2,0.2,0.0,0.8,0.2,2014-12-03
3429857,29,1,8.0,543,0,12.0,1,413.0,0.2,410.0,0.6,0.125,0.0,0.25,0.5833333333333334,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.0,0.2,0.4,0.4,0.2,0.0,0.6,0.4,2021-05-19
2332145,29,2,5.0,603,1,19.0,1,413.0,0.0,15.0,0.0,0.4,0.0526315789473684,0.75,0.0,0.25,0.5,0.25,1.0,0.2,0.4,0.6,0.0,0.0,1.0,0.0,2014-03-15
2486562,29,0,9.0,2288,0,6.0,2,413.0,0.0,16.0,0.2,0.0,0.0,0.3846153846153846,0.1538461538461538,0.4615384615384615,0.2307692307692307,0.1538461538461538,0.4,0.4,0.4,0.2,0.4,0.0,0.8,0.2,2014-11-01
3421827,29,1,6.0,281,3,3.0,0,413.0,0.2,1351.0,0.6,0.1666666666666666,1.0,0.08,0.68,0.24,0.08,0.0,0.4,1.0,0.4,0.4,0.2,0.6,0.4,0.0,2021-02-17
3050450,29,0,10.0,31,0,2.0,2,413.0,0.2,1019.0,0.2,0.0,0.0,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0384615384615384,0.0384615384615384,0.4,0.2,0.4,0.6,0.0,0.0,0.6,0.4,2019-03-03
3838598,29,1,17.0,989,0,15.0,1,413.0,0.4,414.0,0.8,0.0588235294117647,0.0,0.4375,0.4375,0.125,0.375,0.0625,0.2,0.6,0.2,0.4,0.4,0.2,0.8,0.0,2023-05-28
2486580,29,2,9.0,379,1,6.0,1,413.0,0.0,489.0,0.0,0.2222222222222222,0.1666666666666666,0.5,0.3461538461538461,0.1538461538461538,0.2692307692307692,0.2307692307692307,0.6,0.4,0.4,0.0,0.6,0.2,0.4,0.4,2014-11-22
3583479,29,3,5.0,180,1,16.0,1,413.0,0.2,159.0,0.4,0.6,0.0625,0.4545454545454545,0.3636363636363636,0.1818181818181818,0.3181818181818182,0.1363636363636363,0.2,0.0,0.4,0.4,0.2,0.0,1.0,0.0,2021-08-14
4095229,29,2,16.0,631,0,12.0,1,413.0,1.0,1004.0,0.8,0.125,0.0,0.32,0.48,0.2,0.32,0.0,0.6,0.6,0.6,0.2,0.2,0.2,0.8,0.0,2023-12-10
3219355,29,0,16.0,1123,2,18.0,0,413.0,0.2,52.0,0.0,0.0,0.1111111111111111,0.4,0.3,0.3,0.3,0.1,0.4,0.0,0.4,0.4,0.2,0.0,0.6,0.4,2019-11-23
3429727,29,0,8.0,931,2,18.0,0,413.0,0.0,394.0,0.0,0.0,0.1111111111111111,0.3846153846153846,0.3846153846153846,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.6,0.2,0.4,0.2,0.4,0.0,0.4,0.6,2021-02-14
2698343,29,3,7.0,1132,1,14.0,1,413.0,0.0,288.0,0.0,0.4285714285714285,0.0714285714285714,0.5882352941176471,0.3529411764705882,0.0588235294117647,0.4117647058823529,0.1764705882352941,1.0,0.0,0.6,0.2,0.2,0.0,0.6,0.4,2017-04-15
4095218,29,3,16.0,762,0,7.0,1,413.0,0.8,696.0,0.8,0.1875,0.0,0.5,0.3181818181818182,0.1818181818181818,0.2727272727272727,0.2272727272727272,0.4,0.2,0.6,0.2,0.2,0.0,0.6,0.4,2023-12-07
2698425,29,4,7.0,1003,2,12.0,1,413.0,0.0,199.0,0.0,0.5714285714285714,0.1666666666666666,0.3684210526315789,0.3684210526315789,0.2631578947368421,0.1578947368421052,0.2105263157894736,1.0,0.2,0.4,0.4,0.2,0.2,0.8,0.0,2017-04-09
2332174,29,1,6.0,379,0,10.0,1,413.0,0.0,489.0,0.0,0.1666666666666666,0.0,0.5,0.3461538461538461,0.1538461538461538,0.2692307692307692,0.2307692307692307,1.0,0.4,0.4,0.6,0.0,0.2,0.6,0.2,2014-03-01
3219275,29,1,11.0,1237,0,14.0,1,413.0,0.2,571.0,0.0,0.0909090909090909,0.0,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.4,0.2,0.4,0.4,0.2,0.0,0.6,0.4,2020-01-11
3219244,29,2,12.0,762,2,14.0,2,413.0,0.2,696.0,0.2,0.1666666666666666,0.1428571428571428,0.5,0.3181818181818182,0.1818181818181818,0.2727272727272727,0.2272727272727272,0.6,0.2,0.4,0.4,0.2,0.0,0.6,0.4,2020-01-21
3592305,29,2,15.0,1237,3,10.0,0,413.0,0.2,571.0,0.0,0.1333333333333333,0.3,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2,0.0,0.2,0.6,0.2,0.0,0.4,0.6,2022-01-02
3838755,29,1,17.0,399,0,16.0,1,413.0,0.6,178.0,0.8,0.0588235294117647,0.0,0.5,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.2,0.2,0.2,0.8,0.0,0.2,0.6,0.2,2023-02-18
3219142,29,0,12.0,31,0,1.0,2,413.0,0.2,1019.0,0.2,0.0,0.0,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0384615384615384,0.0384615384615384,0.6,0.4,0.4,0.4,0.2,0.2,0.6,0.2,2020-06-21
3837976,29,0,16.0,31,0,7.0,2,413.0,0.6,1019.0,0.6,0.0,0.0,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0384615384615384,0.0384615384615384,0.4,0.6,0.2,0.2,0.6,0.0,0.6,0.4,2022-09-03
2331959,29,2,4.0,180,1,9.0,1,413.0,0.0,159.0,0.0,0.5,0.1111111111111111,0.4545454545454545,0.3636363636363636,0.1818181818181818,0.3181818181818182,0.1363636363636363,0.4,0.2,0.6,0.2,0.2,0.2,0.6,0.2,2013-12-29
2578146,29,0,11.0,984,1,14.0,0,413.0,0.0,64.0,0.0,0.0,0.0714285714285714,0.5,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.2857142857142857,0.4,0.4,0.6,0.2,0.2,0.4,0.6,0.0,2016-02-13
2225527,29,2,4.0,289,1,12.0,1,413.0,0.0,30.0,0.2,0.5,0.0833333333333333,0.5,0.4,0.1,0.3,0.2,0.4,0.0,0.2,0.0,0.8,0.0,0.4,0.6,2012-11-10
2577989,29,1,7.0,31,1,10.0,2,413.0,0.0,1019.0,0.0,0.1428571428571428,0.1,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0384615384615384,0.0384615384615384,0.2,0.2,0.4,0.2,0.4,0.0,0.6,0.4,2015-10-04
2577984,29,0,9.0,985,3,3.0,0,413.0,0.0,793.0,0.0,0.0,1.0,0.2307692307692307,0.5384615384615384,0.2307692307692307,0.1923076923076923,0.0384615384615384,0.2,0.4,0.4,0.0,0.6,0.2,0.6,0.2,2015-10-17
