game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,home_result,away_result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,draw_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw
4126818,36,4,1.0,6890,0,19.0,1,1.0,201450000.0,0.6,44200000.0,0.6,4.0,0.0,2.6,1.4,0.4,0.0,0.0,2.6,1.0,0.4,1.0,0.0,0.0,0.2,0.8,0.0
4129476,152,1,17.0,2832,2,16.0,0,2.0,33225000.0,0.8,22325000.0,0.6,0.058823529411764705,0.125,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0
4129481,2381,0,12.0,7775,0,7.0,2,0.0,20125000.0,0.4,26750000.0,0.8,0.0,0.0,0.4,0.2,1.0,0.0,0.0,0.4,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.8
4129479,449,2,5.0,3209,1,18.0,1,1.0,98875000.0,0.8,20575000.0,0.8,0.4,0.05555555555555555,0.4,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.4,0.6,0.0,0.0,0.6,0.4
4129474,924,1,20.0,589,2,9.0,0,2.0,7800000.0,1.0,26975000.0,0.6,0.05,0.2222222222222222,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.6,0.4
4129475,141,2,2.0,868,1,14.0,1,1.0,193625000.0,0.8,34675000.0,0.6,1.0,0.07142857142857142,1.4,0.4,0.2,0.0,0.0,1.4,0.8,0.6,0.8,0.0,0.2,0.2,0.4,0.4
4129477,3840,4,3.0,11282,0,13.0,1,1.0,38625000.0,0.4,25125000.0,0.6,1.3333333333333333,0.0,0.6,0.2,0.4,0.0,0.0,0.6,0.8,0.2,0.4,0.4,0.2,0.0,0.6,0.4
4129480,36,5,1.0,126,0,8.0,1,1.0,201450000.0,0.6,31275000.0,1.0,5.0,0.0,3.0,0.2,0.4,0.0,0.0,3.0,1.0,0.6,1.0,0.0,0.0,0.4,0.6,0.0
4129478,6646,2,15.0,10484,3,6.0,0,2.0,24825000.0,0.6,27925000.0,0.6,0.13333333333333333,0.5,0.6,0.4,0.6,0.0,0.0,0.6,0.4,0.4,0.2,0.2,0.6,0.0,0.2,0.8
4129482,2293,0,10.0,114,2,4.0,0,2.0,26500000.0,0.8,138725000.0,0.0,0.0,0.5,0.8,2.4,1.2,0.0,0.0,0.8,0.2,0.6,0.4,0.2,0.4,0.2,0.8,0.0
